recipeName,ingredients,numberOfIngredients,prepTime,cookTime,totalTime,servings,cuisine,course,diet
Pineapple Paneer Tikka Recipe,"Paneer, Pineapple, Red Bell Pepper, Sunflower Oil, Hung Curd, Gram Flour, Garlic, Ginger, Kasuri Methi, Fennel Seeds, Ajwain, Cumin Powder, Coriander Powder, Black Pepper Powder, Turmeric Powder, Red Chilli Powder, Garam Masala Powder, Black Salt, Salt",19,30,30,60,4,North Indian Recipes,Appetizer,High Protein Vegetarian
Kale And Mushroom French Soup Recipe,"Kale, Gm Button Mushrooms, Onion, Garlic, Capsicum, Vegetable Stock Chicken Stock, Capsicum, Parcel, Cream, Salt, Black Pepper Powder, Butter",12,15,15,30,2,Continental,Dinner,Non Vegeterian
Sabudana Tikki Recipe ( Spiced Tapioca Pearls Patties Recipe),"Sabudana, Potato, Green Chilli, Roasted Peanuts, Raisins, Badam, Cumin Powder, Amchur, Rock Salt, Peanut Oil",10,370,30,400,4,Indian,Snack,Vegetarian
Mushroom Tikka Masala Dry Recipe,"Button Mushrooms, Green Bell Pepper, Onion, Curd, Gram Flour, Ginger Garlic Paste, Turmeric Powder, Kashmiri Red Chilli Powder, Garam Masala Powder, Turmeric Powder, Chaat Masala Powder, Lemon Juice, Sunflower Oil, Salt, Kasuri Methi",15,5,30,35,4,North Indian Recipes,Lunch,High Protein Vegetarian
Honey Glazed Corn Fritters Recipe,"Sweet Corn  Boiled And Mashed Coarsely, Potato, Green Chilli, Ginger, Salt, All Purpose Flour, Whole Wheat Bread Crumbs, Sunflower Oil, Ginger, Sweet Corn, Roasted Tomato Pasta Sauce, Green Chilli Sauce, Soy Sauce, Honey, Spring Onion",15,20,30,50,4,Indian,Appetizer,No Onion No Garlic (Sattvic)
Paal Kozhukattai Recipe,"Rice Flour, Milk, Jaggery, Coconut Milk, Cardamom Powder, Fresh Coconut, Salt, Water, Ghee",9,10,50,60,4,Chettinad,Dessert,Vegetarian
Baked Mexican Rice Recipe,"Cooked Rice, Onion, Ginger Garlic Paste, Red Chilli Flakes, Rajma, Sunflower Oil, Salt, Black Pepper Powder, Tomato, Onion, Garlic, Dried Oregano, Red Chilli Flakes, Sugar, Sunflower Oil, Salt, Black Pepper Powder, Tomato Ketchup, Sweet Corn, Green Bell Pepper, Tomato, Black Olives, Mozzarella Cheese",23,10,25,35,2,Mexican,Dinner,Vegetarian
Karela Tikki Recipe - Healthy Diabetic Snack,"Karela, Carrot, Paneer, Oats Flour, Green Chilli, Red Chilli Powder, Turmeric Powder, Chaat Masala Powder, Coriander, Salt, Sunflower Oil, Sunflower Oil",12,15,15,30,4,Indian,Snack,Diabetic Friendly
Mande Roti Recipe,"Whole Wheat Flour, Cardamom Powder, Nutmeg Powder, Milk, Saffron Strands, Salt, Sunflower Oil, Ghee",8,10,30,40,4,Pakistani,Side Dish,Vegetarian
Aloo Patta Gobi Sabzi Recipe,"Potato, Onion, Cabbage, Turmeric Powder, Red Chilli Powder, Coriander Powder, Cinnamon, , Bay Leaf, Fennel, Cumin, Salt, Oil, Coriander Leaves",14,5,15,20,4,North Indian Recipes,Lunch,Vegetarian
Aam Ka Panna Recipe With Jaggery,"Mango, Jaggery Sugar, Cumin Powder, Black Salt, Black Pepper Powder, Mint Leaves, Water, Ice Cubes",8,20,20,40,4,North Indian Recipes,Appetizer,Vegetarian
Thakkali Rasam Recipe - South Indian Tomato Rasam,"Arhar Dal, Turmeric Powder, Tamarind Water, Tomato, Garlic, Cumin Powder, Coriander Powder, Black Pepper Powder, Red Chilli Powder, Salt, Curry Leaves, Mustard Seeds, Cumin Seeds, Ghee, Asafoetida, Coriander",16,10,30,40,4,Tamil Nadu,Main Course,Vegetarian
Cheesy Corn On The Cob Recipe,"Sweet Corn, Salted Butter, Ginger, Lemon Juice, Lemon Zest, Parmesan Cheese Any Cheese Of Your Choice, Sunflower Oil, Coriander",8,5,20,25,4,Continental,Appetizer,Vegetarian
Quinoa Rice Pudding With Turmeric Recipe,"Basmati Rice, Quinoa, Coconut Milk, Sugar, Turmeric Powder, Cardamom, Mixed Nuts Fruit, Honey Maple Syrup",8,10,35,45,4,South Indian Recipes,Dessert,Vegetarian
Thai Style Beansprouts & Raw Mango Salad Recipe,"Mango, Roasted Peanuts, Green Moong Sprouts, Brown Sugar, Red Chilli Powder, Salt, Soy Sauce, Chilli Oil Sesame Oil, Lemon Juice, Coriander",10,15,25,40,3,Thai,Appetizer,Vegetarian
Ragi Kanji Recipe - Salt Version,"Water, Ragi Flour, Cumin Seeds, Ajwain, Asafoetida, Salt, Curd, Cumin Powder",8,10,20,30,4,South Indian Recipes,South Indian Breakfast,Diabetic Friendly
Gujarati Dal ,"Tur Dal, Mustard, Cumin Seeds, Curry Leaves, Ginger, Tomato, Kokum, Cinnamon, Asafoetida, Turmeric Powder, Red Chili Powder, Peanuts, Jaggery, Oil, Green Coriander, Salt",16,10,10,20,2,Gujarati Recipes﻿,Lunch,Vegetarian
Andi Unda (Kerala Special Cashew & Rice Balls) Recipe,"Red Matta Rice, Cashew Nuts, Jaggery, Dry Coconut",4,10,30,40,2,Kerala Recipes,Dessert,Vegetarian
Achari Baingan Bharta Recipe,"Brinjal, Tomato, Onion, Garlic, Green Chilli, Ginger, Turmeric Powder, Coriander, Coriander Powder, Red Chilli Powder, Mango Pickle  Optional, Achari Masala, Sunflower Oil, Asafoetida, Salt, Mustard Seeds, Cumin Seeds, Fennel Seeds, Kalonji, Methi Seeds, Ajwain, Dry Red Chilli, Amchur",23,10,45,55,3,North Indian Recipes,Lunch,Vegetarian
Puffed Lotus Seed Pakoras Recipe,"Gm Makhana, Crush  Flour, Onion, Green Chili, Cumin Seeds, Red Chilli Powder, Turmeric Powder, Salt    Of Green Coriander, Of Curry Leaves, Oil",10,10,30,40,4,Indian,Snack,Vegetarian
Pattani Sundal Recipe - Green Peas Sundal Recipe,"Green Peas, Mustard Seeds, White Urad Dal, Asafoetida, Dry Red Chilli, Ginger, Green Chilli, Fresh Coconut, Curry Leaves, Sunflower Oil, Salt",11,30,20,50,4,South Indian Recipes,Side Dish,Vegetarian
Carrot and Capsicum Mix Dal Recipe,"Arhar Dal, Carrot, Red Yellow And Green Bell Peppers, Tomato, Ginger, Turmeric Powder, Tamarind Water, Salt, Mustard Seeds, Cumin Seeds, Asafoetida, Curry Leaves, Tomato, Green Chilli",14,10,30,40,4,South Indian Recipes,Lunch,High Protein Vegetarian
Pineapple Cucumber Salad Recipe,"Pineapple, Cucumber, Coriander, Lemon Zest, Lemon Juice, Salt, Black Pepper Powder",7,15,10,25,4,Indian,Side Dish,Vegetarian
Egg White Cheese Scrambled Eggs With Spinach & Caramelized Onion Recipe,"Egg Whites, Onion, Spinach, Butter, Cheddar Cheese, Salt, Black Pepper Powder",7,10,15,25,2,Continental,World Breakfast,Eggetarian
Creamy Pumpkin Pasta Sauce Recipe,"Kaddu, Garlic, Red Bell Pepper, Extra Virgin Olive Oil, Milk, Britannia Cream Cheese, Salt",7,0,30,30,1,Italian Recipes,Vegetarian,Eggetarian
Baked Whole Wheat Masala Baati Recipe (Healthy Rajasthani Spiced Wheat Dumplings),"Whole Wheat Flour, Sooji, Ghee, Salt, Curd, Green Peas, Onion, Green Chilli, Cumin Seeds, Ginger Garlic Paste, Red Chilli Powder, Turmeric Powder, Coriander Powder, Cumin Powder, Salt, Sunflower Oil",16,20,60,80,4,Rajasthani,Lunch,Vegetarian
Carrot Cashew Smoothie Recipe,"Carrots, Cashew Nuts, Cardamom Powder, Honey",4,10,15,25,2,Continental,World Breakfast,Vegetarian
Instant Dosa Mix Powder Recipe,"Rice Flour Sooji Rice Will Also Do, Sooji, Poha, White Urad Dal, Black Urad Dal, Arhar Dal, Chana Dal, Methi Seeds",8,0,30,30,4,South Indian Recipes,South Indian Breakfast,Vegetarian
Pearl Barley Vegetable Soup Recipe,"Barley, Extra Virgin Olive Oil, Onion, Garlic, Stalk Celery, Carrot, Potato, Button Mushrooms, Bay Leaf, Vegetable Stock, Parsley Leaves, Whole Black Peppercorns, Salt, Red Chilli Powder",14,20,30,50,2,Continental,Side Dish,Gluten Free
Chicken Mole With Brown Rice Recipe,"Chicken, Homemade Mole Sauce, Brown Rice, Sweet Corn, Dried Oregano, Salt",6,10,65,75,4,Mexican,Lunch,Non Vegeterian
Vegetarian Malai Kebab Recipe,"Cheese, Green Coriander, Rice Flour, Salt, Oil",5,25,10,35,6,North Indian Recipes,Snack,Vegetarian
Tomato Rasam ,"Tur Dalchana Dal, Turmeric Powder, Tamarind Paste, Tomato, Garlic, Cumin Powder, Coriander Powder, Pepper Powder, Red Chili Powder, Salt, Curry Leaves, Small Spoon Rye, Cumin Powder, Ghee   Asafoetida  As Desired, Green Coriander",15,10,20,30,2,South Indian Recipes,Dinner,Vegetarian
Roasted Garlic Pineapple Paneer Pizza Recipe,"Whole Wheat Flour, All Purpose Flour, Active Dry Yeast, Salt, Sugar, Extra Virgin Olive Oil, Water, Pineapple, Paneer, Red Bell Pepper, Onion, Mixed Herbs, Britannia Cheese Spread, Britannia Cheezza, Homemade Pizza And Pasta Sauce, Broccoli, Black Olives, Pickled Jalapenos",18,120,20,140,4,Italian Recipes,Dinner,Vegetarian
Maharashtrian Tomato Saar Recipe,"Tomato, Garlic, Fresh Coconut, Cumin Seeds, Dry Red Chilli, Mustard Seeds, Asafoetida, Curry Leaves, Sunflower Oil, Salt",10,10,15,25,4,Maharashtrian Recipes,Side Dish,Vegetarian
Mixed Vegetable Paratha Recipe,"Whole Wheat Flour, Water Knead, Sunflower Oil, Salt, Potato, Carrot, Onion, Cauliflower, Green Peas, Green Chilli, Coriander, Coriander Powder, Red Chilli Powder, Garam Masala Powder, Salt, Ghee",16,25,25,50,6,Indian,Dinner,Vegetarian
Red Picante Salsa Recipe,"Tomato, Onion, Green Bell Pepper, Red Bell Pepper, Garlic, Chipotle Peppers, Salt, Sugar, Extra Virgin Olive Oil, Coriander",10,10,30,40,4,Mexican,Side Dish,Vegetarian
Crispy Crab Rangoons Recipe,"Wonton Wraps, Sunflower Oil, Crab Meat, Ginger, Onion, Carrot, Britannia Cream Cheese, Sugar, Soy Sauce",9,60,20,80,20,Indo Chinese,Appetizer,Non Vegeterian
Rayalseema Style Borugula Upma Recipe,"Puffed Rice, Onion, Green Chilli, Roasted Peanuts, Lemon Juice, Turmeric Powder, Salt, Coriander, Dessicated Coconut, Roasted Gram Dal, Mustard Seeds, White Urad Dal, Cumin Seeds, Curry Leaves, Sunflower Oil",15,5,15,20,4,Andhra,South Indian Breakfast,Vegetarian
Milk Sooji Fudge Recipe,"Milk, Fresh Cream, Ghee, Sooji, Sugar, Slivered Almonds, Cardamom Powder",7,5,25,30,8,Karnataka,Dessert,Vegetarian
Jello Poke Cake Recipe,"Vivatta Maida, Baking Powder, Butter, Sugar, Whole Eggs, Milk, Salt, Sprig Extract Of Natural Bourbon Vanilla, Jelly Mix, Hot Water, Sugar, Milk, Butter, Sprig Extract Of Natural Bourbon Vanilla, Walnuts, Pecans",16,20,35,55,6,Continental,Dessert,Eggetarian
Uggani Recipe - Puffed Rice Upma,"Puffed Rice, Roasted Gram Dal, Onion, Tomato, Green Chilli, Coriander, Lemon, Turmeric Powder, Salt, Mustard Seeds, White Urad Dal, White Urad Dal, Raw Peanuts, Curry Leaves",14,10,10,20,4,South Indian Recipes,Indian Breakfast,Vegetarian
Uttarakhand Aloo Ke Gutke Recipe,"Potato, Mustard Oil, Red Chilli Powder, Coriander Powder, Cumin Seeds, Turmeric Powder, Dry Red Chilli, Asafoetida, Salt, Coriander",10,10,30,40,2,Uttar Pradesh,Lunch,Vegetarian
Kanda Keri Nu Kachumber Recipe- Instant Mango Pickle,"Mango, Onion, Jaggery, Red Chilli Powder, Cumin Powder, Salt",6,20,0,20,2,Indian,Appetizer,Vegetarian
Aloo Posto Recipe (Potatoes In Poppy Seed Paste),"Poppy Seeds, Potato, Onion, Kalonji, Green Chilli, Sunflower Oil, Mustard Oil, Turmeric Powder, Salt, Coriander",10,10,30,40,4,Bengali Recipes,Lunch,Vegetarian
Teriyaki Tofu Recipe,"Tofu, Dark Soy Sauce, Brown Sugar, Honey, Sesame Seeds, Sriracha Sauce Any Chilli Sauce, S Spring Onion Greens",7,10,15,25,4,Japanese,Appetizer,Vegetarian
Chewy Strawberry Muesli Oats Cookie Recipe,"Whole Wheat Flour, Cinnamon Powder, Instant Oats, Muesli, Strawberries, Vanilla Extract, Jaggery, Extra Virgin Olive Oil, Milk, Whole Egg",10,10,35,45,4,Continental,Snack,Eggetarian
Sweet and Sour Mangalore Cucumber Chutney Recipe,"Mangalorean Cucumber, Turmeric Powder, Red Chilli Powder, Tamarind Water, Jaggery, Salt, Mustard Seeds, White Urad Dal, Curry Leaves, Asafoetida, Sunflower Oil",11,10,45,55,4,South Indian Recipes,Side Dish,Vegetarian
Hot Coffee Latte Recipe,"Milk, Sugar, Coffee Decoction, Cocoa Powder",4,5,15,20,2,Continental,World Breakfast,Vegetarian
Alfredo Spaghetti Pasta Recipe in Broccoli & Olives,"Del Monte Spaghetti Pasta, Broccoli, Black Olives, Garlic, Milk, Fresh Cream, Cheese Spread, Salt, Black Pepper Powder, Sunflower Oil",10,20,30,50,4,Italian Recipes,Dinner,Vegetarian
Eggless Paneer Mc Puff Recipe -Mc Donald's Style,"All Purpose Flour, Ghee Butter, Salt, Chilled Water, Paneer, Green Bell Pepper, Red Bell Pepper, Garlic, Green Chilli Sauce, Roasted Tomato Pasta Sauce, Soy Sauce, Black Pepper Powder, Salt, Butter, Sugar",15,20,25,45,4,Continental,Snack,Vegetarian
Paneer Stuffed Kuzhi Paniyaram Recipe,"Idli Dosa Batter, Onion  Finely, Coriander, Paneer, Onion, Tomato, Ginger, Cumin Seeds, Green Chilli, Red Chilli Powder, Turmeric Powder, Sunflower Oil, Salt",13,10,30,40,4,South Indian Recipes,South Indian Breakfast,Vegetarian
Grilled Sub Sandwich Recipe With Paneer & Roasted Vegetables,"Baguette, Paneer, Red Bell Pepper, Yellow Zucchini, Garlic, Red Chilli Flakes, Dried Oregano, Dried Thyme Leaves, Rosemary, Lemon Juice, Extra Virgin Olive Oil, Salt And Pepper, Mustard Sauce, Iceberg Lettuce, Butter, Cheese",16,10,20,30,2,Continental,Dinner,High Protein Vegetarian
Eggless Oreo Cake Recipe With Buttercream Frosting,"Oreo Biscuits, Milk, Sugar, Enos Fruit Salt, Caster Sugar, Butter, Vanilla Extract, Milk, Icing Sugar, Badam, Oreo Biscuits",11,10,20,30,300,Continental,Dessert,Vegetarian
Curry Patta Chaas Recipe,"Curd, Water, Curry Leaves, Green Chilli, Salt, Black Pepper Powder",6,10,0,10,4,Indian,Snack,Vegetarian
Paplet Hooman Recipe - Goan Pomfret Curry,"Pomfret Fish, Onion, Coconut Oil, Salt, Fresh Coconut, Dry Red Chilli, Turmeric Powder, Coriander, Whole Black Peppercorns, Tamarind",10,20,20,40,3,South Indian Recipes,Dinner,High Protein Non Vegetarian
Pudina Pyaz Kachumber Salad Recipe,"Onion, Green Coriander, Peppermint, Lemon Juice, Cumin Powder, Black Saltrock Salt",6,10,0,10,4,Indian,Side Dish,Vegetarian
Red Smoothie Bowl Recipe,"Ripe Bananas, Mango, Cucumber, Spinach, Broccoli, Strawberries, Beetroot, Celery, Flax Seed Powder, Lemon, Tender Coconut Water, Ice Cubes, Coconut Cream, Mint Leaves, Kiwi",15,10,5,15,2,Continental,World Breakfast,Vegetarian
Traditional Whole Gobi Musallam Recipe,"Cauliflower, Cashew Nuts, Onion, Tomato, Garlic, Ginger, Cumin Powder, Coriander Powder, Red Chilli Powder, Garam Masala Powder, Kasuri Methi, Turmeric Powder, Coriander, Water, Salt",15,10,55,65,3,North Indian Recipes,Dinner,Diabetic Friendly
Broccoli Keema And Cheese Uttapam Recipe,"Broccoli, Onion, Clove Garlic, Green Chilli, Coriander Powder, Red Chilli Powder, Sunflower Oil, Salt, Idli Dosa Batter, Mozzarella Cheese, Sunflower Oil",11,15,30,45,4,South Indian Recipes,South Indian Breakfast,Vegetarian
Aval Dosa | Poha Dosa Recipe (Savory Flattened Rice Crepe),"Rice, White Urad Dal, Poha, Curd, Salt, Water, Sunflower Oil Ghee For Cooking The Dosa",7,0,30,30,8,South Indian Recipes,South Indian Breakfast,Gluten Free
Asian Style Mixed Fried Rice Recipe,"Rice  Cooked, Carrot, Sweet Corn, Green Bell Pepper, Spring Onion Greens, Spring Onion, Garlic, Roasted Peanuts, Peanut Butter, Dark Soy Sauce, Red Chilli Sauce, Rice Vinegar, Salt, Black Pepper Powder, Sesame",15,20,30,50,4,Asian,Dinner,Vegetarian
Dhingri Matar Recipe (Mushrooms and Peas Spicy Curry),"Button Mushrooms, Green Peas, Soy Chunks, Homemade Tomato Puree, Turmeric Powder, Garam Masala Powder, Red Chilli Powder, Garlic, Ginger, Poppy Seeds, Cashew Nuts, Sunflower Oil, Salt, Stalk Coriander",14,20,30,50,4,North Indian Recipes,Lunch,Vegetarian
Uchellu Chutney Recipe,"Kala Jeera, Fresh Coconut, Dry Red Chilli, Garlic, Coriander, Sugar, Salt, Sesame, Mustard Seeds, Curry Leaves, Dry Red Chilli",11,10,10,20,6,North Karnataka,Side Dish,Vegetarian
Muttaikose Pattani Poriyal Recipe - Tamil Nadu Style Cabbage And Peas Stir Fry,"Cabbage, Green Peas, Mustard Seeds, White Urad Dal, Asafoetida, Curry Leaves, Dry Red Chilli, Fresh Coconut, Salt",9,10,25,35,4,Tamil Nadu,Side Dish,Vegetarian
Mirchi Ka Kuta Recipe,"Green Chilli, Mustard Seeds, Fennel Seeds, Salt, Lemon, Sunflower Oil",6,10,15,25,4,Rajasthani,Side Dish,Vegetarian
Moryechi Xacuti Recipe (Goan Style Shark Curry),"Shark Fish, Fresh Coconut, Onion, Garlic, Tamarind, Kashmiri Red Chilli Powder, Turmeric Powder, Coriander, Sunflower Oil, Salt, Ginger Garlic Paste, Turmeric Powder, Salt, Whole Black Peppercorns, Cloves, Cinnamon Stick, Fennel Seeds, Coriander, Dry Red Chilli",19,10,60,70,6,Goan Recipes,Dinner,Non Vegeterian
Vegetarian Nasi Goreng Recipe,"Cooked Rice Leftover, Sunflower Oil, Butter, Fresh Red Chilli, Green Chilli, Garlic  Pods, Ginger, Shallots, Stock Celery, Green Bell Pepper, Carrot, Cabbage, Green Peas, Whole Black Peppercorns, Cumin Powder, Coriander Powder, Lemon, Red Chilli Sauce, Tofu  Cubes, Nachos  Coarsely Crushed, Salt, Parsley Leaves",22,15,15,30,2,Indonesian,Lunch,Vegetarian
Spiced Buttermilk With Coriander And Ginger Recipe,"Curd, Coriander, Ginger, Salt, Water",5,15,0,15,4,Indian,Appetizer,Vegetarian
Walnut Cranberry No Bake Cheesecake Recipe With Strawberries,"Britannia Cream Cheese, Hung Curd, Fresh Cream, Icing Sugar, Vanilla Extract, Walnuts, Cranberries, Dessicated Coconut, Strawberries",9,120,15,135,4,Continental,Dessert,Vegetarian
Karnataka Style Avarekalu Chitranna Recipe (Field Beans Tossed With Lemon Rice),"Avarekalu  Lilva Beans, Rice, Turmeric Powder, Asafoetida, Green Chilli, Curry Leaves, Mustard Seeds, White Urad Dal, Lemon Juice, Coriander, Onion, Ghee Oil, Salt",13,10,30,40,4,Karnataka,South Indian Breakfast,Vegetarian
Chettinad Masala Powder Recipe,"Coriander Seeds, Cumin Seeds, Dry Red Chilli, Celery, Star Anis, Cinnamon, Cardamom, , Fennel, Whole Black Peppercorns, Fenugreek Seeds, Khus Khus, Mace",13,5,10,15,1,Chettinad,Vegetarian,High Protein Vegetarian
Stir Fried Wild Rice with Peri Peri Tofu Recipe,"Wild Rice, Green Bell Pepper, Yellow Bell Pepper, Red Bell Pepper, Onion, Ginger, Garlic, Soy Sauce, Green Chilli Sauce, Salt And Pepper, Sunflower Oil, Paprika Powder, Dried Oregano, Black Pepper Powder, Cinnamon Powder, Ginger, Sugar, Garlic, Onion, Salt, Tofu",21,20,60,80,4,Fusion,Lunch,Vegetarian
Kongunad Chicken Fry Recipe,"Cinnamon Stick, Black Pepper Powder, Coriander, Fennel Seeds, Poppy Seeds, Red Chilli Powder, Dry Coconut, Chicken Breasts, Sunflower Oil, Onion, Turmeric Powder, Salt, Curry Leaves, Coriander, Water",15,15,25,40,4,South Indian Recipes,Side Dish,High Protein Non Vegetarian
Lemon Grilled Chicken Recipe,"Chicken Breasts, Lemon Juice, Dried Oregano, Dried Thyme Leaves, Black Pepper Powder, Salt, Extra Virgin Olive Oil, Sweet Potato, Milk, Butter, Garlic, Salt And Pepper, Broccoli, Red Bell Pepper, Beetroot, Dried Oregano, Salt And Pepper",17,10,45,55,4,Continental,Lunch,Non Vegeterian
Milagai Bajji Stuffed with Masala Chicken Recipe,"Badi Hari Mirch, Sunflower Oil, Chicken Breasts, Onion, Homemade Tomato Puree, Ginger, Garlic, Salt, Ajwain, Fennel Seeds, Cumin Seeds, Coriander, Whole Black Peppercorns, Dry Red Chilli, Fresh Coconut",15,10,60,70,4,Tamil Nadu,Appetizer,Non Vegeterian
Hibiscus (Chembaruthi) Neer Dosa Recipe,"Dosa Rice, Water, Salt And Pepper, White Hibiscus Leaves, Sunflower Oil",5,300,45,345,4,South Indian Recipes,South Indian Breakfast,Vegetarian
Srilankan Prawn Curry Recipe,"Prawns, Fresh Coconut, Coriander, Fennel Seeds, Black Pepper Powder, Cumin Powder, Curry Powder, Turmeric Powder, Red Chilli Flakes, Onion, Garlic, Ginger, Coconut Milk, Lemon Juice, Salt, Sunflower Oil, Curry Leaves",17,25,20,45,4,Sri Lankan,Lunch,Non Vegeterian
Stove Top Green Peas Seekh Kebab Recipe,"Green Peas, Potato, Gram Flour, Onion, Ginger Garlic Paste, Green Chilli Paste, Garam Masala Powder, Cumin Powder, Mint Leaves, Coriander, Lemon Juice, Salt, Sunflower Oil Shallow Fry",13,30,20,50,6,Indian,Appetizer,Vegetarian
Whole Wheat and Jowar (Pearl Millet) Orange Cake With Orange Glaze Recipe,"Whole Wheat Flour, Jowar Flour, Baking Powder, Whole Eggs, Brown Sugar, Orange Zest, Butter, Milk, Brown Sugar, Fresh Orange Juice, Rum Port",11,15,40,55,5,Continental,Dessert,Eggetarian
Bharwa Besan Mirch Sabzi Recipe - Chillies Stuffed With Spiced Gram Flour,"Badi Hari Mirch, Gram Flour, Sunflower Oil, Cumin Seeds, Ssp Asafoetida, Amchur, Turmeric Powder, Coriander Powder, Salt, Coriander, Sunflower Oil, Water",12,10,45,55,3,Rajasthani,Lunch,Vegetarian
Jalapeno Cilantro Lime Rice Recipe,"Cooked Rice, Onion, Garlic, Ginger, Coriander, Dried Thyme Leaves, Dried Oregano, Red Chilli Flakes, Pickled Jalapenos, Salt, Lemon",11,10,25,35,4,Continental,Dinner,Vegetarian
Pina Colada Cake Recipe,"Vivatta Maida, Milk, Sunflower Oil, Butter, Sugar, Baking Powder, Baking Soda, Dry Coconut, Rum, Pineapple, Butter, Caster Sugar, Coconut Milk",13,40,30,70,10,Continental,Dessert,Vegetarian
One Pot Punjabi Rajma Masala Recipe,"Kidney Beans, Ginger, Garlic, Onion, Tomato Puree, Turmeric Powder, Cumin Powder, Small Spoon Garam Masala Powder, Cardamom, Cinnamon, Butter, Coriander Leaves, Oil, Salt",14,15,90,105,4,North Indian Recipes,Main Course,Vegetarian
Curry Leaves Buttermilk Recipe - Curry Patta Chaas Recipe,"Curd, Water, Curry Leaves, Green Chilli, Salt, Black Pepper Powder",6,10,0,10,4,Indian,Snack,Vegetarian
Sundakkai And Methi Leaves Sambar Recipe,"Sundakkai, Methi Leaves, Arhar Dal, Tomato, Tamarind, Turmeric Powder, Sambar Powder, Coriander Powder, Mustard Seeds, Cumin Seeds, Dry Red Chilli, Asafoetida, Sunflower Oil, Salt, Curry Leaves, Coriander, Water",17,30,35,65,4,South Indian Recipes,Lunch,Diabetic Friendly
Nigella Seed Beetroot Rice Recipe,"Basmati Rice, Beetroot, Kalonji, Turmeric Powder, Black Pepper Powder, Green Chilli, Sunflower Oil, Water, Salt, Coriander",10,10,15,25,2,Indian,Dinner,Vegetarian
Stuffed Bun With Veggies Recipe,"All Purpose Flour, Milk, Lukewarm Water, Active Dry Yeast, Sugar, Salt, Extra Virgin Olive Oil, Black Sesame Seeds, Sesame Seeds, Cabbage, Potato, Carrot, Green Beans, Onion, Ajwain, Garam Masala Powder, Cheese, Red Chilli Powder, Turmeric Powder, Coriander, Lemon Juice, Sunflower Oil, Salt",23,80,20,100,4,Continental,Appetizer,Vegetarian
Hara Chana Masala ,"Green, Onion, Tomato, Lentil Sugar, Coriander Powder, Red Chili Powder, Garam Masala Powder, Large Spoon Ghee, Green Coriander, Salt, Ginger, Garlic, Green Chili, Green Coriander, Lentil Sugar, ",16,20,30,50,4,North Indian Recipes,Lunch,Vegetarian
Mambazha Mor Kuzhambu Recipe - Ripe Mango Mor Kuzhambu,"Mango, Turmeric Powder, Fresh Coconut, Cumin Seeds, Green Chilli Fry Red Chilli, Curd, Salt, Coconut Oil, Mustard Seeds, Methi Seeds, Curry Leaves",11,15,15,30,4,South Indian Recipes,Lunch,Vegetarian
Bengali Style Shaak Bhaja Recipe (Stir Fried Green Amaranth leaves Recipe),"Green Amaranth Leaves, Poppy Seeds, Raw Peanuts, Dry Red Chilli, Garlic, Ginger, Cumin Powder, Salt, Mustard Oil",9,15,30,45,2,Bengali Recipes,Lunch,Vegetarian
Aloo Methi Paratha Recipe,"Whole Wheat Flour, Water, Sunflower Oil, Whole Wheat Flour, Salt, Potato, Onion, Methi Leaves, Green Chilli, Coriander, Coriander Powder, Red Chilli Powder, Garam Masala Powder, Chaat Masala Powder, Salt, Ghee",16,20,25,45,4,North Indian Recipes,North Indian Breakfast,Vegetarian
Chicken Sandwich With Sweet Corn Recipe,"Chicken Breasts, Sweet Corn, Classic Mayonnaise, Salt, Tomato Ketchup, Whole Black Peppercorns, Hot Dog Bread, Iceberg Lettuce, Tomato  Sliced, Onion",10,15,10,25,2,Continental,Main Course,High Protein Non Vegetarian
Karnataka Style Heerekai Dosa Recipe-Ridge Gourd Dosa Recipe,"Ridge Gourd, Dosa Rice, Chana Dal, Green Moong Dal, Methi Seeds, Coriander, Cumin Seeds, Dry Red Chilli, Turmeric Powder, Fresh Coconut, Jaggery, Tamarind, Salt",13,500,20,520,4,Karnataka,South Indian Breakfast,Vegetarian
Konkani Style Southe Koddel Recipe-Mangalore Cucumber in Coconut curry,"Mangalorean Cucumber, Tamarind Water, Jaggery, Turmeric Powder, Salt, Sunflower Oil, Methi Seeds, White Urad Dal, Chana Dal, Fresh Coconut, Cumin Seeds, Dry Red Chilli, Curry Leaves, Garlic, Sunflower Oil, Mustard Seeds, White Urad Dal, Curry Leaves",18,10,35,45,4,Konkan,Lunch,Vegetarian
Mini Bajra Uttapam Recipe,"Bajra, Idli Rice, White Urad Dal, Methi Seeds, Salt, Onion, Green Bell Pepper, Green Chilli, Salt, Mint Leaves, Cumin Powder, Ghee Cook The Uttapam",12,500,20,520,10,South Indian Recipes,South Indian Breakfast,Gluten Free
Kalmi Kabab Recipe - Mughlai Style Chicken Tangdi Kebab,"Chicken Legs, Hung Curd, Fresh Cream, Ginger, Garlic, Lemon Juice, Turmeric Powder, Cashew Nuts, Cumin Powder, Garam Masala Powder, Red Chilli Powder, Black Pepper Powder, Salt",13,30,20,50,3,Mughlai,Appetizer,High Protein Non Vegetarian
Seem Paal Recipe - Steamed Colostrum Milk Pudding,"Colostrum, Jaggery Sugar, Cardamom",3,10,25,35,5,Indian,Dessert,Vegetarian
